brand,product_name,finish,skin_type,price_range,ingredients,ingredients_source,fragrance_free,hypoallergenic,derm_tested,where_to_buy,open_beauty_facts_url,source
Josie Maran,Surreal Skin Argan Finishing Balm,dewy,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$35-$39,-100% Pure Argan Oil: Hydrates and nourishes skin. -Shea Butter: Smooths and conditions skin. -Niacianamide PC (Vitamin B3): Multifunctional antiaging ingredient that boosts skin elasticity- enhances barrier function- and revive skin’s healthy tone and texture. -Caprylyl Methicone: Plumps and smooths skin . Water**- Dimethicone- Caprylyl Methicone- Glycerin- Polymethylsilsesquioxane- Cetearyl Glucoside- Cetearyl Alcohol- Caprylic/Capric Triglyceride- Dimethicne/Vinyl Dimethicone Crosspolymer- Argania Spinosa (Argan) Kernel Oil*- Butyrospermum Parkii (Shea Butter)**- Disodium EDTA- Gluconolactone- Isohexadecane- Lecithin- Niacinamide- Polysorbate 80- Sodium Stearoyl Glutamate- Sodium Acrylates Copolymer- Sodium Benzoate- Sodium Acrylate/Acryloyldimethyl Taurate Copolymer- Titanium Dioxide- Mica. *Organic. **Natural.,sephora,,,,https://www.sephora.com/product/surreal-skin-argan-finishing-balm-P410433?icid2=products grid:p410433,,sephora/open-dataset
KVD Vegan Beauty,Lock-It Hydrating Primer,hydrating,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$30-$34,Water- Shea Butter Ethyl Esters- Jojoba Esters- Isododecane- Hydrogenated Polydecene- Glycerin- Potassium Cetyl Phosphate- Polyurethane-34- Vp/Eicosene Copolymer- Phenoxyethanol- Cetyl Alcohol- Glyceryl Oleate Citrate- Caprylyl Glycol- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Ethylhexylglycerin- Hexylene Glycol- Dimethicone- Aloe Barbadensis Leaf Juice- Tocopheryl Acetate- Caprylic/Capric Triglyceride- Tropaeolum Majus Flower/Leaf/Stem Extract- Aminomethyl Propanol- Disodium Edta- Panthenol- Tocopherol- Pantolactone- Citric Acid- 3-Aminopropanol.,sephora,,,,https://www.sephora.com/product/lock-it-featherweight-primer-P392437?icid2=products grid:p392437,,sephora/open-dataset
Kaja,Dream Puff Radiant Mousse Primer,dewy,"[""normal"", ""misto""]",$25-$29,Water- Isononyl Isononanoate- Triethylhexanoin- Butylene Glycol- Pentylene Glycol- Mica (Ci 77019)- Caprylic/Capric Triglyceride- Titanium Dioxide (Ci 77891)- Synthetic Fluorphlogopite- Polymethylsilsesquioxane- Palmitic Acid- Cetearyl Alcohol- Stearic Acid- Tromethamine- Iron Oxides (Ci 77491)- Glyceryl Stearate- Phenoxyethanol- Polysorbate 60- Caprylyl Glycol- Magnesium Aluminum Silicate- Peg-100 Stearate- Dimethicone- Sorbitan Sesquioleate- Fragrance (Parfum)- Xanthan Gum- Myristic Acid- Disodium Edta- Betaine- Sodium Hyaluronate- Arachidic Acid- Lauric Acid- Oleic Acid- Althaea Officinalis (Marshmallow) Root Extract.,sephora,False,,,https://www.sephora.com/product/dream-puff-radiant-mousse-primer-P442950?icid2=products grid:p442950,,sephora/open-dataset
LANCER Skincare,Studio Filter™ Pore Perfecting Primer,matte,"[""oleoso"", ""misto"", ""seco"", ""sensivel"", ""normal""]",$55-$59,-Porifin Complex: Helps minimize the appearance of pores and improve the look of skin texture while helping to manage oil and shine. -Acmella Oleracea: An exotic botanical native to South America- helps to reduce the appearance of lines and wrinkles leading to smoother-looking skin -Amino Acid Compound: Hydrates for a soft and smooth finish; features a high molecular weight (2600kDa). Water- Dimethicone- Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer- Polysilicone-11- Synthetic Fluorphlogopite- Alcohol- Propanediol- Polysorbate 20- Isopentyldiol- Nylon-12- Silica- Glycerine- PEG-10 Dimethicone- Trifolium Pratense (Clover) Flower Extract- Acmella Oleracea Extract- Polyglutamic Acid- Polymethylsilsesquioxane- HDI/Trimethylol Hexyllactone Crosspolymer- Polysorbate 40- Isohexadecane- Ammonium Polyacryloyldimethyl Taurate- Ethylhexylglycerin- Tocopherol- Tocopheryl Acetate- Sodium Acrylates Copolymer- Lecithin- Disodium Carboxyethyl Siliconate- Carbomer- Talc- Disodium EDTA- Aminomethyl Propanol- Phenoxyethanol- Iron Oxides (CI 77491- CI 77492- CI 77499).,sephora,,,,https://www.sephora.com/product/studio-filter-tm-pore-perfecting-primer-P425437?icid2=products grid:p425437,,sephora/open-dataset
LANEIGE,Glowy Makeup Serum,hydrating,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$30-$34,-Diamond Mineral Powder: Creates a visibly translucent glow and smooths skin’s appearance. -Light Fit Prep Technology: Helps makeup last longer. -Ceramide Hydration Gel: Delivers and locks in moisture for an oil-water balance. Water / Aqua / Eau- Glycerin- Peg/Ppg-17/6 Copolymer- Diglycerin- Methyl Gluceth-20- Propanediol- Dimethicone- 1-2-Hexanediol- Betaine- Undecane- Acrylates/C10-30 Alkylacrylate Crosspolymer- Tromethamine- Caprylylmethicone- Tridecane- Saccharide Hydrolysate- Fructooligosaccharides- Silica Dimethyl Silylate- Mica- Xanthan Gum- C30-45 Alkyl Cetearyl Dimethicone Crosspolymer- Pullulan- Titanium Dioxide (Ci77891)- Eclipta Prostrata Extract- Olea Europaea (Olive) Fruit Oil- Lauryl Dimethicone- Synthetic Fluorphlogopite- Melia Azadirachta Leaf Extract- Carmine (Ci75470)- Diamond Powder- Caesalpinia Spinosa Fruit Extract- Melia Azadirachta Flower Extract- Moringa Oleifera Seed Oil- Butylene Glycol- Coccinia Indica Fruit Extract- Kappaphycus Alvarezii Extract- Tocopherol- Tin Oxide- Aloe Barbadensis- Flower Extract- Solanum Melongena (Eggplant) Fruit Extract- Caprylic/Capric Triglyceeride- Simmondsia Chinensis (Jojoba) Seed Oil- Phosphatidylcholine- Corallina Officinalis Extract- Ocimum Sanctum Leaf Extract- Curcuma Longa (Turmeric) Root Extract- Ceramide Np- Glycine Serine- Glutamic Acid- Lysine- Alanine- Proline- Threonine.,sephora,,,,https://www.sephora.com/product/laneige-glowy-makeup-serum-face-primer-P457508?icid2=products grid:p457508,,sephora/open-dataset
Lancôme,Blur & Go Stick,matte,"[""oleoso""]",$35-$39,-Perlite: Minimizes the appearance of pores and wrinkles.-Shine-Defying Fillers: Absorb oil and improve makeup wear.-Airlicium: Controls shine. Dimethicone- Cyclohexasiloxane- Dimethicone/Vinyl Dimethicone Crosspolymer- Ozokerite- Trimethylsiloxysilicate- Silica- Titanium Dioxide- C20-40 Alkyl Stearate- Silica Silylate- Perlite- Laureth-4.,sephora,,,,https://www.sephora.com/product/blur-go-stick-P433570?icid2=products grid:p433570,,sephora/open-dataset
Lancôme,LA BASE PRO Perfecting Makeup Primer,natural,"[""seco""]",$40-$44,Cyclopentasiloxane- Dimethicone Crosspolymer.,sephora,,,,https://www.sephora.com/product/la-base-pro-perfecting-makeup-primer-P219008?icid2=products grid:p219008,,sephora/open-dataset
Lancôme,Prep & Matte Primer,hydrating,"[""oleoso"", ""seco""]",$35-$39,-Salicyclic Acid.-Synthetic Fluorphlogopite: Minimizes the appearance pores- and improves foundation wear.-Glycerin and Glucols: Leave the skin feeling hydrated.-Airlicium: Absorbs oil to reduce shine for flawless- matte results. Water- Alcohol Denat.- Synthetic Fluorphlogopite- Glycerin- Butylene Glycol- BIS-PEG-18 Methyl Ether Dimethyl Silane- Dimethicone- PEG/PPG/Polybutylene Glycol-8/5/3 Glycerin- Boron Nitride- Isopropyl Lauroyl Sarcosinate- Hydroxyethylpiperazine Ethane Sulfonic Acid- Silica Silylate- Tin Oxide- PEG-20 Methyl Glucose Sesquistearate- PPG-6-Decyltetradeceth-30- Triethanolamine- Dimethiconol- Sodium Citrate- Sodium Polyacrylate- Adenosine- Ammonium Polyacryloyldimethyl Taurate- Disodium EDTA- Capryloyl Salicylic Acid- Xanthan Gum- BHT- Tocopherol- Salicylic Acid- Phenoxyethanol- Titanium Dioxide (Ci 77891)- Mica- Fragrance.,sephora,False,,,https://www.sephora.com/product/prep-matte-primer-P433571?icid2=products grid:p433571,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer - Blurring,matte,"[""oleoso""]",$35-$39,-Microalgae: Conditions skin over time for improved look and texture.-Blurring Powders: Provides a mattifying effect while optically blurring the appearance of pores and lines by diffusing light.-Glycerin: Attracts moisture to the skin so skin feels comfortable all day.Water/Aqua/Eau- Methyl Methacrylate Crosspolymer- Butylene Glycol- Glycerin- Propanediol- Triethylhexanoin- Isopropyl Myristate- Synthetic Wax- Phenoxyethanol- Squalane- Plankton Extract- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Silica- Polyvinyl Alcohol- Bht- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Polysorbate 60- Potassium Hydroxide. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491)- Iron Oxides (Ci 77492).,sephora,,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-blurring-floutant-P454941?icid2=products grid:p454941,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer - Hydrating,hydrating,"[""seco""]",$35-$39,-Olive Extract: Smooths the look of skin while locking in hydration.-Marine Hydra Botanicals: Nurtures the skin and promotes long-term moisture recovery.-Glycerin: Attracts moisture to the skin so skin feels comfortable all day.Water/Aqua/Eau- Glycerin- Butylene Glycol- Neopentyl Glycol Diheptanoate- Ethylhexyl Olivate- Isododecane- Peg-8/Smdi Copolymer- Squalane- Caprylyl Glycol- Polyurethane-35- Sorbeth-30 Tetraisostearate- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Dipropylene Glycol- Sorbitan Sesquiisostearate- Acrylates/Beheneth-25 Methacrylate Copolymer- Xanthan Gum- Ppg-8-Ceteth-20- Glyceryl Acrylate/Acrylic Acid Copolymer- Potassium Hydroxide- Methylpropanediol- Trisodium Edta- Sodium Citrate- Sodium Carrageenan- Citric Acid- Mica- Phenylpropanol- Sea Salt/Maris Sal/Sel Marin- Phenoxyethanol. May Contain/ Peut Contenir/(+/-): Iron Oxides (Ci 77491).,sephora,,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-hydrating-hydratant-P454942?icid2=products grid:p454942,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer - Illuminating,dewy,"[""normal"", ""misto""]",$35-$39,-Micronized Pearls: Brightens and nurtures the complexion- giving skin a luminous glow.-Porcelain Flower Extract: Supports long-term radiance.-Light-Reflecting Complex: Create a smoothing effect on skin- diminishing the look of imperfections.Water/Aqua/Eau- Hydrogenated Didecene- Glycerin- Pvp- Peg-6 Stearate- Mica- Ricinus Communis (Castor) Seed Oil- Sorbitan Stearate- Caprylic/Capric Triglyceride- Cetyl Alcohol- Simmondsia Chinensis (Jojoba) Seed Oil- Hoya Lacunosa Flower Extract- Plankton Extract- Hydroxyethyl Acrylate/ Sodium Acryloyldimethyl Taurate Copolymer- Ceteth-20- 1-2-Hexanediol- Squalane- Boron Nitride- Caprylyl Glycol- Glyceryl Stearate- Steareth-20- Tocopheryl Acetate- Polysorbate 60- Tin Oxide- Ascorbyl Palmitate- Tropolone- Butylene Glycol- Phenoxyethanol. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491)- Titanium Dioxide (Ci 77891).,sephora,,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-illuminating-lumineux-P454943?icid2=products grid:p454943,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer - Perfecting,natural,"[""normal"", ""misto""]",$35-$39,-Vitamin C: Visibly brightens and evens skin tone.-Green Tea Extract: Diminishes the appearance of fine lines and wrinkles.-Aloe Vera Gel: Calms and soothes the skin.Water/Aqua/Eau- Tridecyl Neopentanoate- Cetyl Alcohol- Glycine Soja (Soybean) Oil- Aloe Barbadensis Leaf Juice- Vitis Vinifera (Grape) Fruit Extract- Citrus Aurantium Dulcis (Orange) Peel Extract- Mel Extract/Honey Extract/ Extrait De Miel- Actinidia Chinensis (Kiwi) Fruit Extract- Rose Extract- Pelargonium Graveolens Extract- Camellia Sinensis Leaf Extract- Rubus Idaeus (Raspberry) Fruit Extract- Glycerin- Ascorbyl Palmitate- Allantoin- Tocopherol- Glyceryl Stearate- Caprylyl Glycol- Lanolin- Stearic Acid- Triethanolamine- Carbomer- Polymethyl Methacrylate- Butylene Glycol- Citric Acid- Sodium Sulfite- Linalool- Geraniol- Limonene- Phenoxyethanol- Sodium Benzoate- Potassium Sorbate. May Contain/Peut Contenir/(+/-): Red 4 (Ci 14700)- Yellow 5 (Ci 19140).,sephora,False,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-perfecting-perfecteur-P454944?icid2=products grid:p454944,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer - Protecting Broad Spectrum SPF 30,natural,"[""normal"", ""misto""]",$35-$39,-Broad Spectrum UVA/UVB SPF 30 PA+++: Protects skin with SPF. -Vitamin C and E Blend: Acts as a powerful antioxidant known to improve the appearance of skin over time.Avobenzone 3.0%- Octinoxate 7.29%- Octocrylene 3.0%- Oxybenzone 2.0%- Water- Glycerin- Isohexadecane- Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Xanthan Gum- Polysorbate 80- Ethylhexylglycerin- Tocopherol- Disodium Edta- Peg-8- Bht- Ascorbyl Palmitate- Citric Acid- Ascorbic Acid- Phenoxyethanol.May Contain: Red 6- Yellow 5.,sephora,,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-protecting-broad-spectrum-spf-30-P454945?icid2=products grid:p454945,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer Mini - Blurring,matte,"[""oleoso""]",$20-$24,-Microalgae: Conditions skin over time for improved look and texture.-Blurring Powders: Provides a mattifying effect while optically blurring the appearance of pores and lines by diffusing light.-Glycerin: Attracts moisture to the skin so skin feels comfortable all day.Water/Aqua/Eau- Methyl Methacrylate Crosspolymer- Butylene Glycol- Glycerin- Propanediol- Triethylhexanoin- Isopropyl Myristate- Synthetic Wax- Phenoxyethanol- Squalane- Plankton Extract- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Silica- Polyvinyl Alcohol- Bht- Acrylates/C10-30 Alkyl Acrylate Crosspolymer- Polysorbate 60- Potassium Hydroxide. May Contain/Peut Contenir/(+/-): Iron Oxides (Ci 77491)- Iron Oxides (Ci 77492).,sephora,,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-mini-blurring-floutant-P454946?icid2=products grid:p454946,,sephora/open-dataset
Laura Mercier,Pure Canvas Primer Mini - Hydrating,hydrating,"[""seco""]",$20-$24,-Olive Extract: Smooths the look of skin while locking in hydration.-Marine Hydra Botanicals: Nurtures the skin and promotes long-term moisture recovery.-Glycerin: Attracts moisture to the skin so skin feels comfortable all day.Water/Aqua/Eau- Glycerin- Butylene Glycol- Neopentyl Glycol Diheptanoate- Ethylhexyl Olivate- Isododecane- Peg-8/Smdi Copolymer- Squalane- Caprylyl Glycol- Polyurethane-35- Sorbeth-30 Tetraisostearate- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Dipropylene Glycol- Sorbitan Sesquiisostearate- Acrylates/Beheneth-25 Methacrylate Copolymer- Xanthan Gum- Ppg-8-Ceteth-20- Glyceryl Acrylate/Acrylic Acid Copolymer- Potassium Hydroxide- Methylpropanediol- Trisodium Edta- Sodium Citrate- Sodium Carrageenan- Citric Acid- Mica- Phenylpropanol- Sea Salt/Maris Sal/Sel Marin- Phenoxyethanol. May Contain/ Peut Contenir/(+/-): Iron Oxides (Ci 77491).,sephora,,,,https://www.sephora.com/product/laura-mercier-pure-canvas-primer-mini-hydrating-hydratant-P453906?icid2=products grid:p453906,,sephora/open-dataset
MAKE UP FOR EVER,Step 1 Skin Equalizer - Mattifying Primer,matte,"[""oleoso"", ""misto""]",$35-$39,Water- Magnesium Aluminum Silicate- Pentylene Glycol- Ethylhexylglycerin- Fragrance- Lactic Acid- Benzyl Benzoate- Butylene Glycol- Benzyl Salicylate- Avena Sativa (Oat) Kernel Extract- Cichorium Intybus (Chicory) Root Extract- Limonene- Sanguisorba Officinalis Root Extract- Phenoxyethanol- Sodium Hyaluronate- Bht- Tocopherol- Cinnamomum Cassia Bark Extract- Zingiber Officinale (Ginger) Root Extract.,sephora,False,,,https://www.sephora.com/product/step-1-skin-equalizer-primer-P393965?icid2=products grid:p393965,,sephora/open-dataset
MAKE UP FOR EVER,Step 1 Skin Equalizer Primers - Radiant,dewy,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$35-$39,-Hyaluronic Acid: Hydrates and firms. -Spectraflex Pigments: Neutralizes imperfection and banishes dullness. Aqua (Water)- Methyl Trimethicone - Phenyl Trimethicone - Alcohol - Silica - Butylene Glycol- Isododecane - Alumina - Cetyl Peg/Ppg-10/1 Dimethicone- Glycerin- Mica - Phenoxyethanol - Acrylates/Dimethicone Copolymer- Aluminum Hydroxide - Disteardimonium Hectorite - Dimethicone- Parfum (Fragrance)- Peg-10 Dimethicone- Silica Silylate- Hydroxyethylcellulose- Lecithin- Sodium Hyaluronate- Propylene Carbonate- Benzyl Benzoate- Cichorium Intybus (Chicory) Root Extract- Sodium Myristoyl Glutamate - Benzyl Salicylate- Tin Oxide- Bht- Avena Sativa (Oat) Kernel Extract - Ethylhexylglycerin- Limonene- Tocopherol- Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate - [+/- : Ci 77007 (Ultramarines)- Ci 77491- Ci 77492- Ci 77499 (Iron Oxides)- Ci 77891 (Titanium Dioxide).,sephora,False,,,https://www.sephora.com/product/make-up-for-ever-step-1-skin-equalizer-primers-radiant-P454729?icid2=products grid:p454729,,sephora/open-dataset
MAKE UP FOR EVER,Step 1 Skin Equalizer Primers - Texture & Redness Correcting,hydrating,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$15-$19,Methyl Methacrylate Crosspolymer- Dimethicone- Cyclopentasiloxane- Diphenylsiloxy Phenyl Trimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Trimethylsiloxysilicate- Titanium Dioxide- Phenoxyethanol- Silica Silylate- Parfum (Fragrance)- Aqua (Water)- Ci 77492 (Iron Oxides)- Magnesium Carbonate- Polymethylsilsesquioxane- Sodium Hyaluronate- Aluminum Hydroxide- Benzyl Benzoate- Tocopherol- Ci 77491 (Iron Oxides)- Hydrogen Dimethicone- Ci 77499 (Iron Oxides)- Benzyl Salicylate- Avena Sativa (Oat) Kernel Extract- Cichorium Intybus (Chicory) Root Extract- Limonene- Bht- Ethylhexylglycerin .,sephora,False,,,https://www.sephora.com/product/make-up-for-ever-step-1-skin-equalizer-primers-texture-redness-correcting-P454730?icid2=products grid:p454730,,sephora/open-dataset
MAKE UP FOR EVER,Step 1 Skin Equalizer Primers - Texture & Redness Correcting Mini,hydrating,"[""oleoso"", ""misto"", ""seco"", ""normal""]",$15-$19,Methyl Methacrylate Crosspolymer- Dimethicone- Cyclopentasiloxane- Diphenylsiloxy Phenyl Trimethicone- Dimethicone/Vinyl Dimethicone Crosspolymer- Trimethylsiloxysilicate- Titanium Dioxide- Phenoxyethanol- Silica Silylate- Parfum (Fragrance)- Aqua (Water)- Ci 77492 (Iron Oxides)- Magnesium Carbonate- Polymethylsilsesquioxane- Sodium Hyaluronate- Aluminum Hydroxide- Benzyl Benzoate- Tocopherol- Ci 77491 (Iron Oxides)- Hydrogen Dimethicone- Ci 77499 (Iron Oxides)- Benzyl Salicylate- Avena Sativa (Oat) Kernel Extract- Cichorium Intybus (Chicory) Root Extract- Limonene- Bht- Ethylhexylglycerin .,sephora,False,,,https://www.sephora.com/product/make-up-for-ever-step-1-skin-equalizer-primers-texture-redness-correcting-mini-P454731?icid2=products grid:p454731,,sephora/open-dataset
MAKE UP FOR EVER,Ultra HD Skin Booster,hydrating,"[""seco""]",$40-$44,Water- Glycerin- Methylpropanediol- Butylene Glycol- Caprylic/Capric Glycerides Polyglyceryl-10 Esters- Pentylene Glycol- Xanthan Gum- Mannitol- Sclerotium Gum- Phenoxyethanol- Glyceryl Caprylate- Argania Spinosa Kernel Extract- Chlorphenesin- Panthenol- Sodium Cocoyl Glutamate- Fragrance- Biosaccharide Gum-1- Sodium Hyaluronate- Benzyl Benzoate- Carbomer- Benzyl Salicylate- Acetyl Tetrapeptide-9- Bht- Tocopherol.,sephora,False,,,https://www.sephora.com/product/ultra-hd-skin-booster-P417174?icid2=products grid:p417174,,sephora/open-dataset
MILK MAKEUP,Blur Stick,matte,"[""oleoso"", ""seco"", ""normal""]",$35-$39,Cetearyl 2-Ethylhexanoate- Hydrogenated Polyisobutene- Polymethyl Methacrylate- Silica- Polyethylene- Hydroxystearic Acid- C12-15 Alkyl Benzoate- Octyldodecanol- Stearalkonium Hectorite- Propylene Carbonate- Fragrance- Limonene- Linalool May Contain: Titanium Dioxide- Iron Oxides.,sephora,False,,,https://www.sephora.com/product/blur-stick-P416524?icid2=products grid:p416524,,sephora/open-dataset
MILK MAKEUP,Hydro Grip Primer,hydrating,"[""seco""]",$30-$34,-Hemp-Derived Cannabis Seed Extract: Hydrates and smooths the look of skin- while providing antioxidant benefits.-Blue Agave Extract: Forms an invisible layer to grip makeup- smooth the look of texture- and seal in moisture.-Prickly Pear Cactus Extract and Aloe Water: Hydrates- soothes- and calms skin. Aloe Barbadensis Leaf Water- Water- Glycerin- PEG-150 Distearate- Alcohol Denat.- Polyglyceryl-10 Eicosanedioate/Tetradecanedioate- Diglycerin- PVP- Benzyl Alcohol- Sorbitol- Pullulan- Inositol- Betaine- Carbomer- Maltose- Xylitol- Sodium Hydroxide- Sodium Benzoate- Potassium Sorbate- Sodium Phytate- Benzophenone-4- Dehydroacetic Acid- Phenoxyethanol- Agave Tequilana Stem Extract- Sodium Hyaluronate- Niacinamide- Propylene Glycol- Panthenol- Vegetable Amino Acids- Cannabis Sativa (Hemp) Seed Extract- Opuntia Ficus-Indica Flower Extract- Prunus Avium Flower Extract- Citric Acid- Benzoic Acid- Yellow 5 (Ci 19140)- Blue 1 (Ci 42090)- Red 33 (Ci 17200). Milk Makeup's ingredient lists may change over time as we continue to evolve to ensure the cleanest possible formulas and the most epic payoff. Please check the ingredient list on your product packaging for the most up-to-date formulation.,sephora,,,,https://www.sephora.com/product/hydro-grip-primer-P441813?icid2=products grid:p441813,,sephora/open-dataset
MILK MAKEUP,Luminous Blur Stick Primer,dewy,"[""oleoso"", ""seco"", ""normal""]",$35-$39,-Blurring Microspheres: Absorb oil to mattify skin. Cetearyl Ethylhexanoate- Hydrogenated Polyisobutene- Polymethyl Methacrylate- Polyethylene- C12-15 Alkyl Benzoate- Hydroxystearic Acid- Silica- Stearalkonium Hectorite- Synthetic Fluorphlogopite- Propylene Carbonate- Octyldodecanol- Tin oxide- Fragrance. May Contain (+/-): Mica (Ci 77019)- Titanium Dioxide (Ci 77891)- Iron Oxides (Ci 77491- Ci77492- Ci 77499).,sephora,False,,,https://www.sephora.com/product/luminous-blur-stick-P428235?icid2=products grid:p428235,,sephora/open-dataset
Marc Jacobs Beauty,Under(cover) Blurring Coconut Face Primer,matte,"[""seco""]",$35-$39,Dimethicone- Dimethicone Crosspolymer- Butyloctyl Salicylate- Glycereth-6 Tricocoate- Silica- Isodecyl Isononanoate- Polymethyl Methacrylate- Vp/Hexadecene Copolymer- Dimethicone/Vinyl Dimethicone Crosspolymer- Tocopheryl Acetate- Fragrance- Coconut Alkanes- Glycerin- Cocos Nucifera (Coconut) Water- Water- Linalool- Coco-Caprylate/Caprate- Cocos Nucifera (Coconut) Fruit Juice- Cocos Nucifera (Coconut) Fruit Extract- Potassium Sorbate- Sodium Benzoate.,sephora,False,,,https://www.sephora.com/product/under-cover-blurring-coconut-face-primer-P445426?icid2=products grid:p445426,,sephora/open-dataset
Marc Jacobs Beauty,Under(cover) Perfecting Coconut Face Primer,hydrating,"[""seco"", ""normal""]",$45-$49,-Coconut: Infused with vitamin-rich extracts to prime and smooth skin. Water- C14-22 Alkane- Dicaprylyl Ether- Butylene Glycol- Coconut Alkanes- Polysilicone-11- Polyglyceryl-10 Mono/Dioleate- Polyglyceryl-3 Oleate- Dimethicone/Vinyl Dimethicone Crosspolymer- Glycerin- Cyclopentosilaxone- Cocos Nucifera (Coconut) Water- Glyceryl Caprylate- Dimethicone- Squalane- Glycine Soja (Soybean) Sterols- Cetyl Hydroxyethylcellulose- Glyceryl Undecylenate- Lecithin- Laureth-12- Gellan Gum- Cocos Nucifera (Coconut) Fruit Juice- Fragrance- Phenoxyethanol- Citric Acid- Potassium Sorbate- Ethylhexylglycerin- Hydrated Silica- Disodium Phosphate- Silica Dimethyl Silylate- Sodium Phosphate- Tocopherol- Linalool.,sephora,False,,,https://www.sephora.com/product/under-cover-perfecting-coconut-face-primer-P397671?icid2=products grid:p397671,,sephora/open-dataset
NARS,Radiance Primer Broad Spectrum SPF 35 Sunscreen,dewy,"[""normal"", ""misto""]",$35-$39,Water- Caprylyl Methicone- Dipropylene Glycol- Propanediol- Dimethicone- Butyloctyl Salicylate- Lactobacillus Ferment- Isododecane- Ammonium Acryloyldimethyltaurate/Vp Copolymer- Trisiloxane- Polysorbate 60- Trimethylsiloxysilicate- Dextrin Palmitate- Phenoxyethanol- C14-22 Alcohols- Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer- Hydrolyzed Wheat Protein/Pvp Crosspolymer- Panthenol- Fragrance- Evodia Rutaecarpa Fruit Extract- Dibutyl Ethylhexanoyl Glutamide- Dibutyl Lauroyl Glutamide- Disodium Edta- C12-20 Alkyl Glucoside- Dipotassium Glycyrrhizate- Tocopheryl Acetate- Sodium Hyaluronate- Butylene Glycol- Pentylene Glycol- Tin Oxide- Potassium Sorbate- Hydroxyphenyl Propamidobenzoic Acid- Ethylhexylglycerin- Ascorbyl Palmitate- Mica- Red 4- Yellow 5.,sephora,False,,,https://www.sephora.com/product/radiance-primer-broad-spectrum-spf-35-sunscreen-P415965?icid2=products grid:p415965,,sephora/open-dataset
Natasha Denona,Face Glow Primer Hydrating Underbase,hydrating,"[""seco"", ""normal""]",$35-$39,-Active Compounds: Blended with particular silicones- they provide the skin with nutrients- while giving a smooth- conditioning- hydrated- and long-lasting effect. Water- Cyclopentasiloxane- Bis-Diglyceryl Polyacyladipate-1- PPG-2 Myristyl Ether Propionate- Butylene Glycol- Hydrogenated Polyisobutene- Butyrospermum Parkii [Butyrospermum Parkii (Shea Butter)]- Cetyl Alcohol- Glyceryl Stearate- PEG-40 Stearate- Sorbitan Stearate- Prunus Armeniaca Kernel Oil [Prunus Armeniaca (Apricot) Kernel Oil]- Vitis Vinifera Seed Oil [Vitis Vinifera (Grape) Seed Oil]- Carbomer- Cyclomethicone- Dimethicone Crosspolymer- Phenoxyethanol- Tetrasodium EDTA- Propylene Glycol- Parfum [Fragrance]- Tocopheryl Acetate- Methylpropanediol- Sodium Hyaluronate- Chlorphenesin- Potassium Sorbate- Sodium Hydroxide.,sephora,False,,,https://www.sephora.com/product/face-glow-primer-hydrating-underbase-P411828?icid2=products grid:p411828,,sephora/open-dataset
